address,amount,raw_amount
0xD6D8f7Dd151Ab660B41a63220D1D7f665Dd4780A,474554.25502474606,474554255024746057696992
0xD5684Ae2a4a722B8B31168AcF6fF3477617073ea,465822.82449009357,465822824490093588782182
0x66215D23B8A247C80c2D1B7beF4BefC2AB384bCE,451125.06230081,451125062300810034340274
0x781FeA3353D6EFbBABC9FaC0b4725EFF3C77dBA7,448333.48719128367,448333487191283649419090
0x6A07Ea36da7850cc89BE2523eB9423fBE7237061,446141.3389417039,446141338941703896111831
0xB5A9621B0397Bfc5B45896CaE5998b6111bcDCe6,446127.8909162265,446127890916226464432463
0xcA7c767854B1E7305dE07247AB85E30543d1d9c9,431365.1570311416,431365157031141637323111
0xeB6772188Cf10Aa563a1cD163F48355d1a949797,430106.96256735123,430106962567351215853653
0xB435871B0959561226b4d903b1abf79528177E81,427790.7536967221,427790753696722107760340
0xF1b8f1C199Ab66930b20751D6bF43eC40e2C68D4,426434.47625797807,426434476257978043968032
0x44e59F7c598644A68975eF41Fed052362C4c8ed3,415337.7228908435,415337722890843520977804
0x83326cEC1aF49Ff85384E97F3cEb5B319bF5cf4C,395864.8211377187,395864821137718705363032
0x82D5CBe057F17BF58c728829C7AEd242Fe5B4623,394887.6832528316,394887683252831576874892
0x67d3cCbd1D81E7B1427b70D94454E0039271d237,390011.7550063979,390011755006397886667942
0x605B5F6549538a94Bd2653d1EE67612a47039da0,382881.62269819825,382881622698198242330618
0x0DCfe4a0eb5D952b738Eb34d1bf4eF279243C8a7,382361.6500521275,382361650052127463958315
0xb86B137232C4e9B67F2B9BfD3d5641B77df70065,372783.7024370818,372783702437081783054833
0xa7F795E152167447F1AB7238a18FcCA4d3aE9Ef5,359203.9763024279,359203976302427886784136
0x65A0bf08ff1bf021eD8d929402371F6cfb83ab53,349471.95633424766,349471956334247665702887
0x5e4774B93D012e0Fe86655DdDa16916b1988B274,345462.7823752649,345462782375264891932338
0x741AA7CFB2c7bF2A1E7D4dA2e3Df6a56cA4131F3,345293.70908086083,345293709080860854419684
0x4B224F6c115de2313B6272Db1FD6b7b2Bfe5915B,341900.28480606223,341900284806062208931615
0x5398850A9399Da87624874704FEAa8A9C6C4089B,334796.88445540355,334796884455403531592123
0x97a4dF8d1F79451d6318C6a9fe0C60fAa3E68159,331131.4015112215,331131401511221500928851
0xaB8717148e13931bf9b52034302B0B1744bF2CA2,317217.31358898256,317217313588982565718801
0x88F9A3a1025CB0a10870245Aa167014E52043FeD,314818.86339527497,314818863395274957621831
0xbf2E87518feD71D761fB1b85c6AC8870dcff2Ff8,307895.1089511151,307895108951115101070796
0xE2e4F2A725E42D0F0EF6291F46c430F963482001,306747.7703706943,306747770370694273533071
0x9eD629Bc305c5731D43de27Cbbe8F77976893c2b,304898.49454264756,304898494542647581359754
0x92D377Ca21Cbfbc4A1cdC6a767d91950D5418ED9,302973.70365870214,302973703658702114426674
0xaF297deC752c909092A117A932A8cA4AaaFF9795,299086.199299473,299086199299472997570196
0xA033b3f8790317777d99C91fdBb25b2FA699CE12,297752.1047324843,297752104732484297368366
0x2e2F3Bce34CC8dA7b894706Fce052f6F79efd1D6,297330.2848150512,297330284815051164923204
0x681148725731F213b0187A3CBeF215C291D85a3E,297010.54040122445,297010540401224444368391
0x53Bd12031E4Cd6Af14C91d4122152Ead80cCB342,293971.5520819136,293971552081913627565107
0x8577B84527ced5d2D9F299DC6027A9e049C17d6c,292161.7135839279,292161713583927907166209
0xE7883853a6dBAa4d91112aE4C01dcA8EA15Cfb25,287532.23614897724,287532236148977272433085
0x297946c26171008BA8c0e5642814b5Fe6b842Ab7,287072.9985548135,287072998554813528423007
0xa0f75491720835b36edC92D06DDc468D201e9b73,280391.50144119264,280391501441192631309601
0x2D457F18842B23B86Cc0b1AF7C09E9c23F043C20,278273.64696834795,278273646968347948827812
0x280A8675cF1d930c638F4f9Eb9dbe75823801D5a,276854.07648925594,276854076489255940773892
0x96107E5B992475D3862e7FaA5450d4dbF36E82Dc,266779.9378107307,266779937810730720507165
0x9E1e303635910c2d398647313170b11FC41cb0dC,265384.6131453145,265384613145314490864456
0x78Bc49be7bae5e0eeC08780c86F0e8278B8B035b,262780.97492242465,262780974922424652841284
0xB1a7751F6C9036cFD17D8f28aa1C96E2E203c5c4,261446.2332368658,261446233236865808958015
0x800C49b4A5bAC2aC16f045037F8fbAC255b62eC9,259191.2795435436,259191279543543615883118
0xFadAFCE89EA2221fa33005640Acf2C923312F2b9,258739.102877961,258739102877961006076902
0xA1EFa0adEcB7f5691605899d13285928AE025844,257180.63852817455,257180638528174555635091
0xfd81e2423C480763528Ef3a5aBA82AeB371590d3,256200.48142093766,256200481420937662418153
0x3F47A66aDA01491c3d364599e5bcBf80A1a67092,250373.51515935565,250373515159355665165106
0xafDc7b014631Bf1fC2fbFe91fb4fe2eFFb463Bc3,249584.06866742854,249584068667428534743882
0x9eC8E8F64EC6bB47d944B4b830130B5fCf2Da182,244282.10573028095,244282105730280939275293
0x4544e2Fae244eA4Ca20d075bb760561Ce5990DC3,242990.68932648035,242990689326480355221437
0xD779bB0F68F54f7521aA5b35dD88352771843764,235882.6499074108,235882649907410820956748
0x2f93524B327100Fba3dc685204f94c7A86C28A8B,234216.2234271097,234216223427109718131629
0x2F361e48a3A6631429F35376ECCB2aD79cfb5DB2,229172.46451060317,229172464510603173049131
0x7A8EDc710dDEAdDDB0B539DE83F3a306A621E823,226117.93009170378,226117930091703768878986
0x537bf75de19f3d229e3a9018EE1A23c0c9C7D39C,222364.79065908148,222364790659081474930259
0x04270F910Cb26d18Fe353D106a91030Ee9A089fA,217339.29643965955,217339296439659547277547
0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,216573.58953480996,216573589534809956879268
0xB67CFf0Ed07A50f690638731Dce80BC4FE312c83,215481.61355831404,215481613558314039924956
0x3078F22015436d621062f7CC8334774EB5685E97,210154.8419813856,210154841981385592893270
0xFD89d3831C6973fB5BA0b82022142b54AD9e8d46,208636.78831508386,208636788315083852180294
0x99ED04C212dD3929E9063bd78B26Ef41858CB62C,208506.19232918584,208506192329185849776145
0x736e108BCDD0C48771878CAa148C1254689A941d,207219.01536936767,207219015369367661663141
0x9edf82A347a6259E47398f12857C3235FE526Cb2,204489.045981705,204489045981705025332996
0x9D11B1e1445b017902E561ceB201f009b3D53a42,202980.84680396752,202980846803967523792611
0x522e5eb34d4BD9b6d3Ce30F29c60cA88CAfE557d,202847.7640538998,202847764053899804143053
0xa4517a2B21f85f6a6a63601Cea7fa4E34da92856,201037.87009723514,201037870097235122511116
0xD4c80637F45A55b5e1aFa9cD0c935395063d4523,199573.50965607568,199573509656075666992898
0x78e96Be52e38b3FC3445A2ED34a6e586fFAb9631,196681.91032111688,196681910321116876874824
0xD2976A56cD84a91A2E83685a6dC5308315e29f15,191413.52194907778,191413521949077768650709
0x4eC5b02a9F109D44AfA67615A5A2C9A02A77e08b,189724.39017853374,189724390178533742092331
0x7939001612795afA125A245E1683F8559c7f8db1,185397.36291636975,185397362916369757910012
0xA89FE6a6f7AE1A6Aab9bBbC171E7B233EB9E7F07,184134.9669722128,184134966972212814102060
0x75c0C0591Cdf9af7cb826A65AC213cFF31916668,177175.20292565055,177175202925650562799086
0xB1fFc72a5D930dA3f48D7B7703f9A1A1AcB3Cf23,175667.7096142032,175667709614203195732498
0x1D2c4Cd9beE9DFe088430b95d274e765151C32db,174577.16854229342,174577168542293433962225
0x80D0d54050C15971b21e877D95441800f5AA9ee8,171400.3314080202,171400331408020191098907
0x87E6888935180a9b27A9b48B75C9b779bfEC1f76,170428.62863641354,170428628636413546892806
0xaaa0d062f83daf023EE2614Ab798C28D87b7b2d7,169873.6453315412,169873645331541196646511
0xF15A6db87bbC8CB6Fb1091ae2f41bC5E0D28C7D8,167814.91316506529,167814913165065289322656
0x32c007778ede467aa23000137c6952CF7344e999,166275.96193490212,166275961934902131809569
0x280BF69d522BbCFb3aEb138C59D85A16e449057c,164578.2412626192,164578241262619200085260
0xF72EC7BfB2AA9170859d5E759943a96d30fcE15E,160248.7053836207,160248705383620681251669
0x3CC9063E7AC5fa8345e1F59bC32a470ccd30cA6d,159048.78843201802,159048788432018025835876
0x5632Cf9a1b4ac936A3c6d3D66EB75c0344c61c2d,158130.11207219557,158130112072195558059907
0xdD709cAE362972cb3B92DCeaD77127f7b8D58202,157573.6588294098,157573658829409800053254
0x670E9Bf3aA6A024249D0bac4a608eBA05C21FBd4,157368.3070678756,157368307067875598443317
0xCAe687969D3a6c4649D114b1C768d5B1deae547B,156324.48724207727,156324487242077267194493
0x5c435582BaE9aEf263516f55E48bE7E24fd75fFF,155877.72802318961,155877728023189600983940
0x1085057e6d9AD66e73D3cC788079155660264152,155373.07736493193,155373077364931917741934
0x58D8727635d948684050f57054006f8cc5b3ba44,154177.6636798118,154177663679811822172307
0x5d4F25b080230976187e9897A4cBb4c284D7C390,150428.1977206584,150428197720658403423298
0x7A3bE6F04A23Ca77A255daecD6C4f01a41c4B6E7,150300.61281336646,150300612813366455085133
0xF39d30Fa570db7940e5b3A3e42694665A1449E4B,149963.3253441868,149963325344186807942920
0xdF1d933E4054FA0a5E475f9610E7Cf37F0582a98,146293.84510672998,146293845106729984062638
0xB5532cEB62AB83E4A0F1281f5cB9a019b16e1c12,143427.50390812656,143427503908126562810237
0xdFE201CeDC41f970D43f95674d6b4bE02dE784dD,141469.7292781819,141469729278181900879026
0xb258aD4125e84068F3A47fbBC4F6aCeD2bC148EC,139935.4253792178,139935425379217804375003
0xe525F6eCdbBaEfB95444B048C5449974Efdbc5ca,137017.63238725526,137017632387255260194394
0x449295e140Ea4a35ebDEaCFb47c52A7DF41A7D81,136938.51099848805,136938510998488045353695
0xf82502938B8B06C69770631cc0d9B81CE563a4E2,136216.42936311473,136216429363114724349772
0x73F6D2a64C02cb9AbbEeB2f469398eaA9797FD7A,135459.6383872268,135459638387226782192250
0x3Ea58b68ed7187aC33a19702CDcE4A3Cfa032227,135363.6986453163,135363698645316294731070
0xAE653682Dee958914A82C9628de794dCbbEe3D04,134835.11830809768,134835118308097665073395
0x7329e4350D7381C6203Bfb37f531230108AC3Fa0,134244.1632243395,134244163224339509840913
0xC34a7c65aa08Cb36744bdA8eEEC7b8e9891e147C,131060.77158033686,131060771580336865119317
0x71F12a5b0E60d2Ff8A87FD34E7dcff3c10c914b0,128447.22128907111,128447221289071115022776
0xad128857e59a11aC345D40C6fB0c0832d7c31c56,127644.49685539336,127644496855393360289441
0x166E58eA56399d5809FFfe195196554E9934bfF7,126545.68169392791,126545681693927910643682
0x24394A4758DBdCf6fcbC14dc35af64Ac0D9a450A,126136.05055858867,126136050558588665696765
0xD6A68e5fb7B407F0FB2b4408a5F727CD11b8FDA6,124467.9451104723,124467945110472299209991
0x1fC6386835eB73C7c3b16695f30611B1a71FC84c,123122.40433585756,123122404335857561206907
0xeBeD2200b9aD455Fec52650D00aB86Fc2858fde4,121436.94131010975,121436941310109740524109
0x7917327672D0F19F6b27C7EaF4DD6B9fc72c2dB1,121338.3323385851,121338332338585098943482
0x476e23bFc5415397021a74e525640b328A12b81e,121242.65061964218,121242650619642189629914
0x88Ed4Ce34fC3f54A24768A5aCd08d59aE860E079,120199.99442936153,120199994429361530146545
0xE5984f2809Fd897202C59B9DB7186CDFdb012522,120114.81213951258,120114812139512575614388
0xE925448f172b7e9cb9bbCA1f54282ef4A126FC2a,119627.15524426657,119627155244266576900406
0xF731F4C74eaE61dFa88e0b6A13f9d2624bF2B16F,119129.81570689722,119129815706897219691314
0x6c74DC9353276A2CE6E624D180A4Bbca0D10c1d3,118261.56628964523,118261566289645233204628
0x30B0a65e4ee153946123578588273e4E5485c031,118220.44264903275,118220442649032739231174
0x2A1049062c6Cfd69bd38fbaf3b0559DF1DBbc92c,116335.98546519775,116335985465197746566340
0x370Ceca4fC1287ED99924bbA76259F6C771A6022,114331.6581718545,114331658171854501972440
0x23Be060093Db74f38B1a3daF57AfDc1a23dB0077,113912.72383397541,113912723833975409846510
0x5a704C4BaA9295542bbcE855cb978CEBD3cADFC5,111591.89741543072,111591897415430714705739
0x3dd546e60456Cc06d51687DAd722A734B73C0bee,109784.03535503296,109784035355032965231894
0xB082D5b8411Ed878678A64891bE91d3A01aE6d9D,109718.80959135092,109718809591350922016518
0x5c7B561b1176f471aBdf648DeB75a8F3cE0FD0bB,108127.4427323778,108127442732377809048601
0x5DB5286CEC9a28D76feb4eE22E0722e6a6912B22,108019.16004668128,108019160046681282908164
0x22410deA392F1353C316A0F21ef0f36463100589,107731.65205371153,107731652053711528225759
0x9cFD5052DC827c11a6B3Ab2BB5091773765ea2c8,107016.94796822428,107016947968224288274784
0x649455d5e4eefdF9381E6Af090A13b4105AbfA06,106731.20550585896,106731205505858954746940
0xEfd0199657B444856e3259ED8e3c39EE43cf51Dc,105274.39600384557,105274396003845570306662
0x338aD53f251a7a9A1E4644f91802EDBD0683175d,104811.84979114067,104811849791140674175910
0x58C62FB35eA0b936F22cc1680eFA3f7b3798712D,104380.29173889107,104380291738891071033186
0xFDAE0a43d0A26bEFB74Ad531b83F285E40b3ABAB,104304.01685333319,104304016853333185801940
0xD021E50dFDf93e8f30DE995b3b733019c539D048,103988.56375312048,103988563753120481497668
0xc82CB9D6Dd3146a966AaE9706c83A571dfF2E99b,103081.45808115424,103081458081154234270731
0xD1c04737c664B1Baae54021fdBD22b9841c5d9DC,102649.3776964971,102649377696497102405345
0x3fC925E779F148f2d843cfD63296E5E12C36d632,102552.80239405802,102552802394058022425890
0x542A0eAf1358480eC0703f07BC3120A6503EBbc1,101031.03739745365,101031037397453643877135
0x004AFB002e3FB33C833FC16b6b63103bbf97312d,100403.1239495905,100403123949590504418039
0x4e29B63A980C6e76F9f56EF123DA896f9F16ACe8,99827.73690094978,99827736900949777166426
0x00610d1b203f9Ddf2776D8729B0de854F5dcE8Ed,99580.83783590558,99580837835905579883400
0x910A31B589D1d59b95BB395C80a0999A62c3D3f7,98056.43671996219,98056436719962195503642
0xeF9Af12bf7C5A32d7461D011c4ce9124d73f52A0,97768.71408320442,97768714083204427232426
0x0D2109A4D1182b98E925C6b4A641B2597CCbCf9b,97433.96418777072,97433964187770725214939
0x03c245bAFCC0a80cD73b170D26e3d3663B90793C,96837.31106890927,96837311068909279079200
0x20943A7fBDcB4B84Ea553C13D765cD4AdAee709b,96196.55587263362,96196555872633613364708
0xa5c3A513645A9a00cB561fED40438E9DFE0D6a69,95643.98395038863,95643983950388632443394
0x9a82aA6eDbC473a883B8906Bf41084c9c1B760F2,94811.24214839858,94811242148398584054743
0x0e08afEC607dFb9fDaD6921af6471B5cF8F7c713,94793.0145933255,94793014593325492650368
0xaDFaD9DFc36a22B45E173162588e474e2E37F630,94001.38024415776,94001380244157757119510
0x9B7a6E6b894E243E994cfAA32eA07D8a60740981,93595.78104696384,93595781046963835837708
0x3218bF83F28B983bC97D2ef765639abE523aE865,93434.63954800293,93434639548002929067910
0x98f365b8215189f547E0f77d84aF1A2Cb0820c72,92960.82401980077,92960824019800763631829
0x85d5322651fBeE68B275f9eB8A6E58144C7f3D15,91926.16225903067,91926162259030658609595
0x6e3AA85dB95BBA36276a37ED93B12B7AB0782aFB,91280.65567037233,91280655670372325948144
0x6c5384bBaE7aF65Ed1b6784213A81DaE18e528b2,91190.30983541216,91190309835412159060036
0x42087c28f296d3b2Dab56E3F5d1ACA1388F2Be5B,90352.63819558821,90352638195588203834311
0x6632EdA2685EABFb7B3B45669CFa5441349485d3,89899.37040619324,89899370406193230116440
0x1F28F2Ef476178BAA1BDd52a7Dd666046d87288f,89470.51571092583,89470515710925834812648
0xE718b90845BdfaB7BBCbEf3D878774190bD4bEE8,89383.25897361996,89383258973619962572824
0x5921c191fe58175B1fb8943ED3F17345e615fF02,89095.48138154947,89095481381549463578773
0x8476f427CB7d20C9e40Aea63A482359c14adCE0a,88951.51783382487,88951517833824869930222
0x6f9Ac5B3Fa4308620C6763D9aA5a65446E75F5b5,88943.44901838026,88943449018380261880562
0xba22423b526d0a112FD7fA109Ac4c9D131a682ac,87183.14466939682,87183144669396819837400
0xfd8a63085804DCB95417fe33f9E49253522c68DD,86886.60079901792,86886600799017915010207
0x55b9c56668365d11f5aF18E8b7232bC6e4d20658,86592.77453586768,86592774535867676536991
0x5b049c3Bef543a181A720DcC6fEbc9afdab5D377,86538.61334666019,86538613346660190542477
0x1B72Bac3772050FDCaF468CcE7e20deb3cB02d89,86114.01420701035,86114014207010346460577
0x8e0aCc3ff785a279551E2107125D1290156bedec,85640.32061875077,85640320618750780282167
0x3A431B013967a3f50B778C186E0f2019e32b8ae6,85082.7673382881,85082767338288099421569
0xEC58d8b8C3CC568E247fcf2DC96d221bAc548DfC,83917.64388274922,83917643882749218990405
0x1EBb814C9EF016E6012bE299ED834f1dDcEd1529,83892.992681099,83892992681099005311778
0x14c90b59F95B9405113Dfedbae88fDD20C29ee36,81239.0466602188,81239046660218789607480
0x029fb737EF02cBA7e9A35d60D2Ad7114cBfE5eBa,81232.90592931844,81232905929318434493050
0x1FE3747e314ceF45fb0C883C0dA53ca548d3a15d,81213.18175865778,81213181758657776967814
0x65C084B69b7F21aCEFe2c68AA25C67Efd2E10160,79930.07097801454,79930070978014540821677
0x6F9Fad06e23508FC8929b2759f90226d317e41fE,79655.98247897092,79655982478970916514986
0xeCCB4ed81377d9b383a8B4c54D8cE15dF3D173cA,79526.14502895359,79526145028953581963296
0x4202e733eB2D17A92401fD75148d04ac1b28F1c3,79065.44353783697,79065443537836969453583
0xa0eeD247316cC5A1Aa92eeC542fE0738CAc8f08F,78341.14826834622,78341148268346227368640
0xCF0ae73879034d88c2c03349e597456fa208095B,78238.2670390537,78238267039053692001017
0x640E0118b2C5a3C0Ea29B94A62d9108ce2c6ced7,78020.92982476714,78020929824767143003406
0x2EF7526b624136b2EE8B426c620C3E6b3997F24e,77288.32492959907,77288324929599064773785
0xFc47Da77D3Dae0C9395516805E81cc7C689b21Bd,76917.892847352,76917892847352000841145
0x8Cb862e265A842b26d8D1a06f2FB2B7F20b80c70,76705.78010482367,76705780104823665227388
0x2a8eDfB340cA93E620701b6033DAACe8381d82F2,76172.9447140719,76172944714071891508515
0x8EF3c7d27031d469e2Fa3345817d4ADc91CbABf2,76039.11616959253,76039116169592519895215
0x618D64611aF0a80F77472051077F488f12004daa,75002.96474551193,75002964745511928379810
0xB631651cB570bA0C0D696bD5E4860cbD214f20a0,74440.5102364992,74440510236499199258021
0x70e439584Ef1BA300106b9c16543eaa1DE676Dc2,74284.29330295506,74284293302955059043010
0xA4b498fae976E93321EbbD6a2e1fAdF941C49e5c,73957.32320796813,73957323207968126983739
0x9D50a80609AAE214b8d6c34FbbD010A9D4769A76,73702.65881441989,73702658814419886535826
0x83549Fb310195Ea27e099AD484693C7f04126391,73600.00127968515,73600001279685154429753
0x81Ab56fa455Eb6C5C15B9b8D82BC94Da7582Bd88,73546.94255094067,73546942550940674367136
0x9276BAe93ADf3E0b55228d20587E72f6f8014bb3,73426.89111175682,73426891111756821188270
0x05E2461c8c10138aEE241268f28dE6003D3DBAdB,72275.20658645898,72275206586458986208896
0xFAF95953A36eD1e8f8426Ab5B7EB53dA246e3476,72272.78519296143,72272785192961427768748
0x193F0Ee42a199A0CECD479a9F09BA293eB1CA357,72099.4278353173,72099427835317295029460
0x831A0249A4016ab6381aBE60A1DE17532298E0b4,71936.90064613415,71936900646134148701892
0x82c14c5C23DE18026006D880e059d831e2abC9D7,71883.0681293557,71883068129355695232485
0x6977e753e022F65eBEb170d8267b2EA54a431523,71817.36641319912,71817366413199118316647
0xf9303877F107F5cd2cB0654b6d7A6D749FA03856,71496.13684472768,71496136844727672695504
0x2482Dc04AC628a4b2700c071BFEe557Fd86C91EA,71248.11556793601,71248115567936004742437
0x03C2Bc72A3E007179E54fFb4563cc235beC8151a,71057.10395369155,71057103953691541616289
0x7EB9d67f9DaeA510399A1eE978b36E66626058d3,70865.3395835142,70865339583514204216803
0xeC6E6c0841a2bA474E92Bf42BaF76bFe80e8657C,69218.444785744,69218444785744000537211
0x55a3df57B7AAEC16a162fD5316f35bEC082821CF,69191.43804508595,69191438045085941006219
0x1Efb9f8b00b4a5dBF0F779aa032febD4b8F38a94,69162.73567967747,69162735679677464524529
0x00BbCEAEE2C1f9dEB0235C2b187b8e4feAD8A102,68845.96587542417,68845965875424173489397
0xe7275240C52FC4316277547655C73C10529D345a,68768.66138518721,68768661385187209696578
0xcc75D43c27B34555632cc14d120d1c73F25F7669,68586.6269841789,68586626984178902944509
0x24e2B3E7dcEDE69200223531beaF18b9f19b8CcD,68575.33214748613,68575332147486135927878
0x32a59b87352e980dD6aB1bAF462696D28e63525D,68446.42050504663,68446420505046619453065
0x27003bA96fBF876018ca6117aCF338F0212C811F,68193.43177106316,68193431771063152210331
0x7fF5526f2B01B6eF5e30EB6B0066642476Ee01A1,68083.09945257446,68083099452574459322992
0x7a69Bd5A31f3388ED2EB2a7464AA462C658D1929,67966.38661544962,67966386615449624808807
0xC81f9ac9669C100Bb553cE0230Ec156ae05f820f,67955.45664108456,67955456641084560374060
0x0d7286B017A53d548FB4cA9184710C42a475F2C5,67357.12735896221,67357127358962208979732
0xE272a25b3b30A6C76AB15224F24eaAEeD24AbED9,66772.6919974795,66772691997479494610264
0x56D14fcb4587B5845fA4823aF790672EBF92580d,66035.91533489103,66035915334891034526822
0xffB3Bd8B5365758350008118961254c5eCD1F80A,65818.1475792477,65818147579247701013079
0x4968f9D6251b392F5D31Cf8d06Feb8dc46078f1F,65613.77788619987,65613777886199873754468
0x14559df3FBe66Cab6F893D8dD53F7BFE68DE9C65,65132.735625784946,65132735625784946242946
0x9C8BCF50c240d04Cf4123082569fbDBF61a0b47A,65104.96968114882,65104969681148817085396
0xC53A9BC68202b7a370f4BF2569ffBb669dA4bB81,64883.59502793941,64883595027939409698095
0xcAB17f9bbae2101C04c59ae4F9bCb0b3A2bd796D,64137.45122021279,64137451220212784886153
0xFdaf028f781A6eed9F9A39b2A538a3d7A1974e5f,64069.44957517041,64069449575170407070805
0x03FF24ae9003DcB5Bd4DE6aa8A5A8a8808927024,62636.5768923245,62636576892324495629691
0xa9EB0e4Da3E799A162d3e8459c8F386Ef841ceBA,62633.184485048434,62633184485048434214835
0x2359E4A1a1aBC120f55C6B4c88194E09aD98C9fE,61711.40415200835,61711404152008349565499
0xCb926F497763eA5CF993912A442431E6a91d5A64,61644.00563343253,61644005633432527135514
0x719da4CF5d26aB29BCb2D2D81E25b00011e564b2,61427.313143838,61427313143837997198227
0x7d6aff9f85EF8802a1492189e8021B085c6B37F7,61333.173286708436,61333173286708433158086
0xC8dDA504356195ba5344E5a9826Ce07DfEaA97b6,61212.15183021849,61212151830218489146779
0xFFa22a4d4e77C1a09743A524FFd1A720Ce46d208,60652.55162365044,60652551623650442233720
0x8107b00171a02f83D7a17f62941841C29c3ae60F,60262.326484972815,60262326484972814202564
